test01
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 07,  50 , 0.398, 1.004, 0.507, 0.756, 0.361, 0.999, 0.459, 0.746, 0.586, 1.022, 0.598, 2.907, 0.694, 1.029, 0.679, 2.892
 08,  50 , 0.418, 1.002, 0.492, 0.895, 0.363, 1.000, 0.429, 0.791, 0.749, 1.041, 0.715, 2.944, 0.758, 1.037, 0.772, 3.050
 09,  50 , 0.389, 1.003, 0.458, 0.778, 0.388, 1.008, 0.426, 0.925, 0.725, 1.034, 0.788, 3.067, 0.789, 1.033, 0.803, 3.009
 10,  50 , 0.347, 1.004, 0.437, 0.856, 0.388, 1.003, 0.469, 0.984, 0.704, 1.043, 0.785, 3.151, 0.777, 1.036, 0.760, 3.118
 11,  50 , 0.376, 1.003, 0.471, 1.073, 0.378, 1.006, 0.431, 0.909, 0.722, 1.043, 0.779, 3.337, 0.845, 1.046, 0.782, 3.269
 12,  50 , 0.397, 1.003, 0.504, 1.054, 0.390, 1.005, 0.450, 1.234, 0.737, 1.050, 0.800, 3.448, 0.868, 1.048, 0.789, 3.502
 13,  50 , 0.377, 1.006, 0.476, 1.350, 0.392, 1.009, 0.425, 1.250, 0.736, 1.043, 0.799, 3.686, 0.873, 1.059, 0.790, 3.720
 14,  50 , 0.405, 1.012, 0.476, 1.458, 0.399, 1.012, 0.442, 1.446, 0.737, 1.039, 0.794, 3.895, 0.883, 1.052, 0.788, 3.886
 15,  50 , 0.411, 1.014, 0.447, 1.460, 0.409, 1.009, 0.480, 1.437, 0.737, 1.038, 0.789, 4.260, 0.863, 1.055, 0.778, 4.328
overall mean
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  all, 0.682, 1.056, 0.570, 0.310, 0.683, 1.056, 0.567, 0.304, 0.753, 1.116, 0.584, 5.213, 0.753, 1.116, 0.584, 5.189
 02,  all, 0.678, 1.046, 0.591, 0.426, 0.684, 1.046, 0.593, 0.417, 0.785, 1.117, 0.613, 5.505, 0.785, 1.117, 0.613, 5.520
 03,  all, 0.676, 1.040, 0.606, 0.473, 0.686, 1.042, 0.610, 0.463, 0.808, 1.118, 0.634, 6.287, 0.808, 1.118, 0.634, 6.248
 04,  all, 0.675, 1.039, 0.609, 0.541, 0.690, 1.041, 0.619, 0.535, 0.829, 1.118, 0.650, 6.832, 0.829, 1.118, 0.650, 6.835
 05,  all, 0.678, 1.039, 0.609, 0.591, 0.693, 1.041, 0.617, 0.592, 0.844, 1.118, 0.660, 7.500, 0.844, 1.118, 0.660, 7.450
 06,  all, 0.680, 1.039, 0.613, 0.639, 0.700, 1.041, 0.618, 0.656, 0.832, 1.049, 0.727, 2.394, 0.838, 1.052, 0.728, 2.325
 07,  all, 0.682, 1.039, 0.612, 0.713, 0.695, 1.041, 0.613, 0.717, 0.825, 1.043, 0.753, 2.692, 0.838, 1.045, 0.753, 2.711
 08,  all, 0.683, 1.040, 0.611, 0.800, 0.692, 1.041, 0.612, 0.790, 0.826, 1.040, 0.761, 2.830, 0.840, 1.042, 0.768, 2.816
 09,  all, 0.683, 1.040, 0.606, 0.835, 0.696, 1.042, 0.613, 0.877, 0.832, 1.043, 0.767, 2.972, 0.842, 1.042, 0.770, 2.952
 10,  all, 0.687, 1.041, 0.605, 0.934, 0.696, 1.042, 0.611, 0.956, 0.839, 1.045, 0.772, 3.111, 0.843, 1.042, 0.766, 3.089
 11,  all, 0.686, 1.041, 0.602, 1.002, 0.695, 1.042, 0.608, 1.010, 0.825, 1.041, 0.777, 3.261, 0.848, 1.045, 0.770, 3.276
 12,  all, 0.695, 1.042, 0.605, 1.128, 0.703, 1.043, 0.606, 1.081, 0.832, 1.043, 0.771, 3.462, 0.853, 1.045, 0.774, 3.434
 13,  all, 0.695, 1.043, 0.599, 1.177, 0.708, 1.044, 0.603, 1.168, 0.843, 1.043, 0.765, 3.666, 0.858, 1.048, 0.771, 3.633
 14,  all, 0.703, 1.044, 0.603, 1.294, 0.713, 1.046, 0.604, 1.264, 0.846, 1.046, 0.768, 3.882, 0.860, 1.047, 0.769, 3.888
 15,  all, 0.707, 1.045, 0.601, 1.384, 0.714, 1.046, 0.603, 1.362, 0.849, 1.047, 0.767, 4.150, 0.860, 1.048, 0.772, 4.078
