test01
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 15,  10 , 0.927, 1.071, 0.706, 1.518, 0.927, 1.073, 0.718, 1.287, 1.000, 1.066, 0.813, 3.854, 1.000, 1.065, 0.812, 3.746
test11
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  11 , 0.353, 1.023, 0.373, 0.220, 0.350, 1.021, 0.362, 0.263, 0.411, 1.111, 0.323, 6.165, 0.411, 1.111, 0.323, 6.152
 02,  11 , 0.348, 1.004, 0.398, 0.310, 0.334, 1.007, 0.389, 0.417, 0.446, 1.115, 0.337, 6.712, 0.446, 1.115, 0.337, 6.803
 03,  11 , 0.330, 0.993, 0.416, 0.495, 0.338, 0.992, 0.442, 0.372, 0.482, 1.117, 0.356, 7.339, 0.482, 1.117, 0.356, 7.425
 04,  11 , 0.321, 0.996, 0.431, 0.458, 0.340, 0.982, 0.509, 0.510, 0.494, 1.119, 0.358, 8.092, 0.494, 1.119, 0.358, 8.126
 05,  11 , 0.330, 0.990, 0.490, 0.591, 0.331, 0.988, 0.464, 0.577, 0.615, 1.119, 0.417, 9.029, 0.615, 1.119, 0.417, 8.989
 06,  11 , 0.342, 0.992, 0.464, 0.616, 0.318, 0.983, 0.458, 0.595, 0.711, 1.036, 0.621, 2.863, 0.669, 1.036, 0.621, 2.903
 07,  11 , 0.345, 0.986, 0.478, 0.652, 0.309, 0.978, 0.451, 0.641, 0.759, 1.036, 0.770, 2.703, 0.731, 1.045, 0.741, 2.766
 08,  11 , 0.328, 0.990, 0.448, 0.715, 0.309, 0.978, 0.484, 0.769, 0.760, 1.042, 0.806, 2.808, 0.742, 1.038, 0.822, 2.745
 09,  11 , 0.312, 0.988, 0.440, 0.899, 0.308, 0.985, 0.419, 0.698, 0.730, 1.030, 0.768, 2.920, 0.752, 1.038, 0.806, 2.866
 10,  11 , 0.310, 0.990, 0.422, 1.010, 0.302, 0.986, 0.442, 0.824, 0.703, 1.034, 0.754, 3.075, 0.765, 1.038, 0.807, 3.014
 11,  11 , 0.315, 0.990, 0.436, 1.147, 0.300, 0.982, 0.421, 0.902, 0.694, 1.037, 0.763, 3.290, 0.771, 1.043, 0.807, 3.134
 12,  11 , 0.317, 0.990, 0.431, 1.068, 0.296, 0.988, 0.427, 1.062, 0.669, 1.019, 0.773, 3.454, 0.732, 1.049, 0.768, 3.504
 13,  11 , 0.308, 0.995, 0.423, 1.253, 0.296, 0.983, 0.441, 1.166, 0.628, 1.008, 0.790, 3.638, 0.745, 1.039, 0.788, 3.608
 14,  11 , 0.307, 0.997, 0.408, 1.369, 0.283, 0.984, 0.444, 1.344, 0.634, 1.020, 0.741, 4.066, 0.741, 1.047, 0.796, 3.835
 15,  11 , 0.300, 0.995, 0.416, 1.339, 0.276, 0.986, 0.417, 1.222, 0.681, 1.037, 0.757, 4.328, 0.730, 1.042, 0.772, 4.071
test12
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  12 , 0.917, 1.075, 0.726, 0.279, 0.981, 1.081, 0.777, 0.384, 0.994, 1.117, 0.768, 4.665, 0.994, 1.117, 0.768, 4.687
 02,  12 , 0.885, 1.072, 0.692, 0.395, 0.959, 1.081, 0.737, 0.424, 0.982, 1.117, 0.755, 5.236, 0.982, 1.117, 0.755, 5.223
 03,  12 , 0.864, 1.065, 0.697, 0.456, 0.932, 1.073, 0.722, 0.483, 0.992, 1.119, 0.760, 5.721, 0.992, 1.119, 0.760, 5.681
 04,  12 , 0.894, 1.071, 0.688, 0.512, 0.944, 1.074, 0.723, 0.629, 0.979, 1.124, 0.742, 6.373, 0.979, 1.124, 0.742, 6.358
 05,  12 , 0.935, 1.070, 0.705, 0.695, 0.936, 1.069, 0.724, 0.636, 0.980, 1.123, 0.741, 7.010, 0.980, 1.123, 0.741, 7.000
 06,  12 , 0.907, 1.067, 0.699, 0.761, 0.897, 1.065, 0.697, 0.544, 0.942, 1.065, 0.771, 2.609, 0.884, 1.033, 0.811, 2.557
 07,  12 , 0.884, 1.066, 0.684, 0.725, 0.861, 1.066, 0.676, 0.695, 0.936, 1.066, 0.813, 2.670, 0.909, 1.046, 0.788, 2.754
 08,  12 , 0.908, 1.069, 0.722, 0.880, 0.848, 1.064, 0.670, 0.769, 0.931, 1.071, 0.812, 2.728, 0.965, 1.077, 0.812, 2.980
 09,  12 , 0.869, 1.069, 0.700, 0.773, 0.818, 1.065, 0.679, 0.843, 0.888, 1.068, 0.811, 2.878, 0.921, 1.059, 0.806, 2.856
 10,  12 , 0.872, 1.067, 0.731, 1.075, 0.849, 1.068, 0.676, 0.908, 0.890, 1.061, 0.806, 3.040, 0.917, 1.072, 0.818, 3.056
 11,  12 , 0.850, 1.061, 0.706, 1.167, 0.862, 1.065, 0.700, 1.182, 0.894, 1.055, 0.812, 3.196, 0.919, 1.060, 0.818, 3.199
 12,  12 , 0.869, 1.061, 0.721, 1.029, 0.837, 1.062, 0.693, 1.057, 0.897, 1.065, 0.807, 3.303, 0.919, 1.050, 0.822, 3.246
 13,  12 , 0.837, 1.059, 0.695, 1.051, 0.814, 1.058, 0.667, 1.226, 0.891, 1.051, 0.812, 3.530, 0.916, 1.071, 0.800, 3.584
 14,  12 , 0.852, 1.062, 0.683, 1.253, 0.836, 1.063, 0.683, 1.478, 0.894, 1.056, 0.806, 3.671, 0.920, 1.061, 0.802, 3.713
 15,  12 , 0.863, 1.060, 0.693, 1.363, 0.909, 1.070, 0.706, 1.582, 0.897, 1.053, 0.805, 3.921, 0.921, 1.071, 0.798, 3.959
test13
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  13 , 0.832, 1.076, 0.647, 0.316, 0.877, 1.080, 0.658, 0.317, 0.955, 1.117, 0.746, 5.093, 0.955, 1.117, 0.746, 5.069
 02,  13 , 0.845, 1.072, 0.645, 0.378, 0.865, 1.075, 0.670, 0.337, 0.979, 1.119, 0.748, 5.380, 0.979, 1.119, 0.748, 5.455
 03,  13 , 0.862, 1.070, 0.670, 0.540, 0.865, 1.066, 0.683, 0.499, 0.975, 1.121, 0.741, 6.526, 0.975, 1.121, 0.741, 6.259
 04,  13 , 0.881, 1.074, 0.674, 0.544, 0.900, 1.069, 0.705, 0.531, 0.974, 1.123, 0.738, 6.546, 0.974, 1.123, 0.738, 6.519
 05,  13 , 0.923, 1.080, 0.717, 0.703, 0.883, 1.074, 0.699, 0.605, 0.948, 1.127, 0.714, 7.345, 0.948, 1.127, 0.714, 7.341
 06,  13 , 0.916, 1.080, 0.694, 0.614, 0.883, 1.074, 0.681, 0.591, 0.914, 1.061, 0.748, 2.163, 0.943, 1.070, 0.775, 2.658
 07,  13 , 0.927, 1.078, 0.711, 0.699, 0.880, 1.074, 0.676, 0.653, 0.901, 1.068, 0.772, 2.690, 0.929, 1.059, 0.774, 2.679
 08,  13 , 0.927, 1.076, 0.710, 0.835, 0.880, 1.073, 0.687, 0.849, 0.823, 1.016, 0.794, 2.756, 0.943, 1.072, 0.803, 2.737
 09,  13 , 0.911, 1.075, 0.688, 0.826, 0.872, 1.072, 0.679, 0.908, 0.873, 1.049, 0.786, 3.033, 0.952, 1.069, 0.807, 2.863
 10,  13 , 0.897, 1.073, 0.688, 0.915, 0.847, 1.064, 0.662, 0.918, 0.851, 1.049, 0.752, 3.241, 0.958, 1.070, 0.788, 3.072
 11,  13 , 0.922, 1.080, 0.704, 0.989, 0.877, 1.070, 0.673, 0.983, 0.908, 1.046, 0.778, 3.503, 0.970, 1.073, 0.821, 3.175
 12,  13 , 0.923, 1.078, 0.697, 1.081, 0.914, 1.076, 0.689, 1.230, 0.924, 1.061, 0.788, 3.513, 0.972, 1.052, 0.819, 3.308
 13,  13 , 0.900, 1.077, 0.675, 1.077, 0.877, 1.073, 0.671, 1.076, 0.901, 1.063, 0.766, 3.710, 0.956, 1.074, 0.795, 3.511
 14,  13 , 0.903, 1.073, 0.684, 1.222, 0.899, 1.074, 0.677, 1.117, 0.932, 1.071, 0.772, 4.043, 0.958, 1.063, 0.800, 3.784
 15,  13 , 0.894, 1.073, 0.688, 1.246, 0.880, 1.075, 0.668, 1.336, 0.948, 1.068, 0.787, 4.182, 0.959, 1.063, 0.802, 3.946
test14
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  14 , 0.708, 1.069, 0.610, 0.283, 0.736, 1.071, 0.619, 0.322, 0.870, 1.114, 0.701, 5.200, 0.870, 1.114, 0.701, 5.157
 02,  14 , 0.687, 1.063, 0.629, 0.471, 0.690, 1.062, 0.635, 0.445, 0.830, 1.118, 0.696, 5.485, 0.830, 1.118, 0.696, 5.403
 03,  14 , 0.673, 1.058, 0.621, 0.529, 0.678, 1.056, 0.634, 0.502, 0.880, 1.120, 0.701, 5.882, 0.880, 1.120, 0.701, 6.720
 04,  14 , 0.670, 1.057, 0.613, 0.509, 0.719, 1.054, 0.644, 0.571, 0.906, 1.119, 0.714, 6.402, 0.906, 1.119, 0.714, 6.400
 05,  14 , 0.688, 1.054, 0.670, 0.707, 0.707, 1.052, 0.735, 0.679, 0.894, 1.118, 0.721, 7.033, 0.894, 1.118, 0.721, 7.040
 06,  14 , 0.660, 1.054, 0.635, 0.591, 0.698, 1.056, 0.680, 0.712, 0.884, 1.062, 0.779, 1.938, 0.882, 1.057, 0.780, 2.528
 07,  14 , 0.685, 1.048, 0.657, 0.852, 0.670, 1.052, 0.664, 0.717, 0.882, 1.068, 0.822, 2.597, 0.900, 1.051, 0.821, 2.617
 08,  14 , 0.668, 1.052, 0.620, 0.840, 0.659, 1.048, 0.614, 0.708, 0.834, 1.053, 0.796, 2.780, 0.852, 1.060, 0.782, 2.729
 09,  14 , 0.667, 1.044, 0.613, 0.827, 0.660, 1.048, 0.656, 0.841, 0.800, 1.054, 0.808, 2.871, 0.856, 1.052, 0.800, 2.834
 10,  14 , 0.684, 1.052, 0.584, 1.009, 0.682, 1.051, 0.661, 0.969, 0.856, 1.043, 0.815, 3.029, 0.820, 1.054, 0.770, 2.950
 11,  14 , 0.744, 1.061, 0.635, 1.169, 0.660, 1.048, 0.629, 1.157, 0.860, 1.068, 0.815, 3.116, 0.840, 1.055, 0.807, 3.156
 12,  14 , 0.747, 1.062, 0.602, 1.143, 0.674, 1.049, 0.626, 1.138, 0.864, 1.066, 0.817, 3.273, 0.848, 1.050, 0.818, 3.312
 13,  14 , 0.735, 1.059, 0.613, 1.157, 0.666, 1.047, 0.637, 1.308, 0.854, 1.049, 0.783, 3.555, 0.828, 1.040, 0.809, 3.470
 14,  14 , 0.737, 1.061, 0.620, 1.270, 0.643, 1.043, 0.639, 1.411, 0.878, 1.051, 0.810, 3.819, 0.825, 1.050, 0.813, 3.744
 15,  14 , 0.718, 1.058, 0.598, 1.430, 0.643, 1.045, 0.600, 1.435, 0.849, 1.057, 0.784, 3.978, 0.856, 1.055, 0.799, 3.947
test15
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  15 , 0.731, 1.056, 0.580, 0.285, 0.714, 1.053, 0.585, 0.348, 0.776, 1.115, 0.580, 5.569, 0.776, 1.115, 0.580, 5.498
 02,  15 , 0.705, 1.051, 0.602, 0.421, 0.769, 1.058, 0.644, 0.488, 0.785, 1.114, 0.618, 5.980, 0.785, 1.114, 0.618, 5.965
 03,  15 , 0.712, 1.050, 0.595, 0.543, 0.775, 1.053, 0.647, 0.505, 0.829, 1.114, 0.654, 6.460, 0.829, 1.114, 0.654, 6.461
 04,  15 , 0.701, 1.045, 0.629, 0.593, 0.745, 1.047, 0.648, 0.457, 0.793, 1.117, 0.610, 7.112, 0.793, 1.117, 0.610, 7.106
 05,  15 , 0.776, 1.049, 0.664, 0.689, 0.722, 1.044, 0.658, 0.645, 0.834, 1.116, 0.654, 8.000, 0.834, 1.116, 0.654, 7.953
 06,  15 , 0.758, 1.052, 0.686, 0.762, 0.771, 1.041, 0.689, 0.760, 0.845, 1.054, 0.790, 2.653, 0.883, 1.056, 0.788, 2.672
 07,  15 , 0.728, 1.049, 0.650, 0.835, 0.716, 1.038, 0.647, 0.721, 0.851, 1.055, 0.795, 2.743, 0.891, 1.056, 0.798, 2.721
 08,  15 , 0.710, 1.047, 0.610, 0.842, 0.721, 1.038, 0.651, 0.699, 0.856, 1.050, 0.818, 2.727, 0.901, 1.056, 0.805, 2.839
 09,  15 , 0.770, 1.052, 0.675, 0.985, 0.743, 1.042, 0.656, 0.772, 0.860, 1.060, 0.802, 2.886, 0.903, 1.052, 0.803, 2.919
 10,  15 , 0.745, 1.046, 0.665, 0.998, 0.784, 1.045, 0.680, 1.063, 0.836, 1.059, 0.794, 3.077, 0.860, 1.046, 0.775, 3.073
 11,  15 , 0.713, 1.048, 0.634, 0.970, 0.773, 1.046, 0.657, 1.055, 0.798, 1.044, 0.782, 3.244, 0.876, 1.051, 0.799, 3.222
 12,  15 , 0.729, 1.051, 0.625, 1.241, 0.811, 1.051, 0.673, 1.227, 0.802, 1.054, 0.795, 3.471, 0.865, 1.056, 0.812, 3.350
 13,  15 , 0.688, 1.046, 0.618, 1.161, 0.798, 1.050, 0.666, 1.311, 0.806, 1.049, 0.792, 3.658, 0.867, 1.053, 0.800, 3.628
 14,  15 , 0.681, 1.048, 0.582, 1.343, 0.832, 1.056, 0.680, 1.425, 0.810, 1.049, 0.801, 3.765, 0.824, 1.054, 0.802, 3.770
 15,  15 , 0.680, 1.041, 0.592, 1.558, 0.860, 1.058, 0.686, 1.399, 0.807, 1.045, 0.801, 4.010, 0.828, 1.051, 0.794, 3.916
test16
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  16 , 0.734, 1.065, 0.623, 0.372, 0.705, 1.061, 0.598, 0.340, 0.844, 1.107, 0.642, 5.334, 0.844, 1.107, 0.642, 5.301
 02,  16 , 0.716, 1.053, 0.646, 0.490, 0.683, 1.051, 0.633, 0.499, 0.804, 1.103, 0.695, 5.633, 0.804, 1.103, 0.695, 5.571
 03,  16 , 0.702, 1.056, 0.640, 0.426, 0.674, 1.050, 0.644, 0.418, 0.814, 1.104, 0.712, 5.974, 0.814, 1.104, 0.712, 5.964
 04,  16 , 0.718, 1.051, 0.664, 0.528, 0.666, 1.050, 0.628, 0.547, 0.801, 1.102, 0.705, 6.461, 0.801, 1.102, 0.705, 6.465
 05,  16 , 0.722, 1.055, 0.687, 0.697, 0.673, 1.045, 0.681, 0.633, 0.810, 1.100, 0.721, 6.028, 0.810, 1.100, 0.721, 6.021
 06,  16 , 0.691, 1.049, 0.667, 0.679, 0.664, 1.042, 0.646, 0.681, 0.821, 1.039, 0.795, 2.099, 0.820, 1.039, 0.815, 2.463
 07,  16 , 0.737, 1.053, 0.673, 0.777, 0.699, 1.045, 0.658, 0.823, 0.782, 1.036, 0.813, 2.725, 0.825, 1.040, 0.808, 2.578
 08,  16 , 0.748, 1.056, 0.694, 0.855, 0.719, 1.046, 0.676, 0.904, 0.787, 1.035, 0.815, 2.628, 0.830, 1.031, 0.814, 2.733
 09,  16 , 0.737, 1.053, 0.659, 0.703, 0.730, 1.048, 0.680, 0.833, 0.758, 1.041, 0.786, 2.876, 0.820, 1.035, 0.798, 2.903
 10,  16 , 0.763, 1.061, 0.665, 1.028, 0.734, 1.051, 0.672, 1.009, 0.759, 1.031, 0.800, 3.045, 0.811, 1.040, 0.792, 3.126
 11,  16 , 0.790, 1.064, 0.667, 1.074, 0.730, 1.053, 0.650, 1.024, 0.761, 1.041, 0.795, 3.203, 0.820, 1.042, 0.790, 3.231
 12,  16 , 0.834, 1.063, 0.690, 1.258, 0.737, 1.052, 0.687, 1.172, 0.772, 1.047, 0.777, 3.435, 0.870, 1.044, 0.807, 3.444
 13,  16 , 0.828, 1.066, 0.680, 1.042, 0.765, 1.061, 0.694, 1.235, 0.735, 1.046, 0.781, 3.679, 0.873, 1.050, 0.809, 3.544
 14,  16 , 0.843, 1.064, 0.696, 1.216, 0.738, 1.060, 0.663, 1.126, 0.741, 1.043, 0.781, 3.833, 0.877, 1.043, 0.802, 3.726
 15,  16 , 0.864, 1.067, 0.724, 1.333, 0.722, 1.056, 0.665, 1.463, 0.747, 1.048, 0.777, 4.025, 0.880, 1.049, 0.799, 3.990
test17
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  17 , 0.912, 1.069, 0.706, 0.347, 0.924, 1.070, 0.717, 0.310, 0.988, 1.120, 0.752, 4.983, 0.988, 1.120, 0.752, 4.975
 02,  17 , 0.850, 1.054, 0.683, 0.507, 0.894, 1.061, 0.694, 0.452, 0.988, 1.120, 0.751, 5.326, 0.988, 1.120, 0.751, 5.349
 03,  17 , 0.791, 1.044, 0.632, 0.503, 0.887, 1.059, 0.687, 0.448, 0.990, 1.119, 0.754, 5.842, 0.990, 1.119, 0.754, 5.842
 04,  17 , 0.801, 1.043, 0.643, 0.649, 0.861, 1.047, 0.654, 0.588, 0.989, 1.118, 0.750, 6.479, 0.989, 1.118, 0.750, 6.500
 05,  17 , 0.777, 1.033, 0.629, 0.658, 0.859, 1.048, 0.660, 0.602, 0.988, 1.118, 0.746, 7.081, 0.988, 1.118, 0.746, 7.133
 06,  17 , 0.834, 1.043, 0.673, 0.704, 0.871, 1.053, 0.663, 0.758, 0.993, 1.064, 0.800, 2.574, 0.927, 1.052, 0.784, 2.570
 07,  17 , 0.873, 1.052, 0.692, 0.831, 0.871, 1.051, 0.655, 0.833, 0.997, 1.069, 0.830, 2.651, 0.937, 1.059, 0.811, 2.706
 08,  17 , 0.881, 1.058, 0.688, 0.829, 0.909, 1.061, 0.688, 0.750, 0.997, 1.063, 0.803, 2.723, 0.938, 1.058, 0.811, 2.820
 09,  17 , 0.859, 1.060, 0.697, 0.917, 0.910, 1.062, 0.692, 0.844, 0.997, 1.071, 0.813, 2.857, 0.942, 1.058, 0.804, 2.869
 10,  17 , 0.827, 1.055, 0.652, 0.790, 0.864, 1.054, 0.655, 0.849, 1.000, 1.072, 0.810, 3.040, 0.943, 1.058, 0.808, 3.036
 11,  17 , 0.827, 1.051, 0.658, 0.910, 0.901, 1.058, 0.682, 1.146, 1.000, 1.064, 0.805, 3.202, 0.945, 1.063, 0.808, 3.170
 12,  17 , 0.820, 1.047, 0.664, 1.086, 0.900, 1.060, 0.680, 1.098, 1.000, 1.065, 0.808, 3.349, 0.947, 1.054, 0.806, 3.351
 13,  17 , 0.860, 1.053, 0.655, 1.252, 0.882, 1.053, 0.676, 1.144, 0.999, 1.060, 0.799, 3.568, 0.947, 1.065, 0.810, 3.524
 14,  17 , 0.872, 1.056, 0.674, 1.422, 0.885, 1.054, 0.667, 1.224, 0.999, 1.061, 0.812, 3.775, 0.950, 1.064, 0.810, 3.772
 15,  17 , 0.873, 1.057, 0.674, 1.475, 0.887, 1.056, 0.657, 1.437, 1.000, 1.061, 0.807, 3.932, 0.943, 1.062, 0.805, 3.890
test18
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  18 , 0.729, 1.058, 0.574, 0.295, 0.747, 1.058, 0.600, 0.390, 0.886, 1.113, 0.691, 5.431, 0.886, 1.113, 0.691, 5.397
 02,  18 , 0.731, 1.050, 0.588, 0.495, 0.750, 1.052, 0.631, 0.375, 0.892, 1.112, 0.737, 5.515, 0.892, 1.112, 0.737, 5.527
 03,  18 , 0.754, 1.051, 0.603, 0.543, 0.731, 1.050, 0.648, 0.460, 0.873, 1.115, 0.709, 6.116, 0.873, 1.115, 0.709, 6.297
 04,  18 , 0.773, 1.057, 0.652, 0.540, 0.727, 1.048, 0.684, 0.536, 0.855, 1.116, 0.685, 7.038, 0.855, 1.116, 0.685, 6.931
 05,  18 , 0.747, 1.055, 0.654, 0.605, 0.697, 1.047, 0.649, 0.538, 0.843, 1.116, 0.677, 7.729, 0.843, 1.116, 0.677, 7.747
 06,  18 , 0.781, 1.054, 0.664, 0.733, 0.714, 1.050, 0.615, 0.693, 0.854, 1.060, 0.737, 2.235, 0.809, 1.047, 0.752, 2.647
 07,  18 , 0.792, 1.056, 0.668, 0.771, 0.752, 1.053, 0.659, 0.768, 0.874, 1.059, 0.811, 2.643, 0.826, 1.063, 0.799, 2.746
 08,  18 , 0.792, 1.059, 0.641, 0.905, 0.732, 1.052, 0.652, 0.851, 0.869, 1.051, 0.813, 2.788, 0.828, 1.044, 0.792, 2.844
 09,  18 , 0.782, 1.055, 0.639, 0.813, 0.760, 1.052, 0.668, 0.706, 0.861, 1.055, 0.799, 2.877, 0.848, 1.053, 0.814, 2.860
 10,  18 , 0.784, 1.051, 0.636, 1.005, 0.750, 1.050, 0.672, 1.064, 0.853, 1.052, 0.786, 3.115, 0.857, 1.050, 0.811, 3.073
 11,  18 , 0.763, 1.047, 0.613, 1.004, 0.743, 1.049, 0.633, 0.898, 0.820, 1.040, 0.781, 3.273, 0.836, 1.048, 0.775, 3.249
 12,  18 , 0.756, 1.049, 0.604, 1.061, 0.734, 1.050, 0.619, 1.150, 0.824, 1.052, 0.796, 3.503, 0.826, 1.045, 0.810, 3.392
 13,  18 , 0.788, 1.052, 0.627, 1.331, 0.739, 1.050, 0.611, 1.171, 0.861, 1.048, 0.786, 3.687, 0.829, 1.056, 0.803, 3.527
 14,  18 , 0.826, 1.056, 0.640, 1.322, 0.757, 1.051, 0.635, 1.335, 0.883, 1.055, 0.796, 3.850, 0.833, 1.054, 0.805, 3.779
 15,  18 , 0.847, 1.062, 0.646, 1.543, 0.757, 1.052, 0.630, 1.328, 0.885, 1.056, 0.797, 4.496, 0.873, 1.059, 0.792, 4.219
test19
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  19 , 0.385, 1.028, 0.417, 0.222, 0.425, 1.032, 0.425, 0.217, 0.470, 1.114, 0.355, 6.183, 0.470, 1.114, 0.355, 6.144
 02,  19 , 0.368, 1.010, 0.431, 0.345, 0.439, 1.014, 0.406, 0.304, 0.475, 1.114, 0.355, 6.749, 0.475, 1.114, 0.355, 6.782
 03,  19 , 0.356, 0.997, 0.470, 0.418, 0.432, 1.003, 0.432, 0.481, 0.570, 1.112, 0.394, 7.562, 0.570, 1.112, 0.394, 7.570
 04,  19 , 0.339, 0.993, 0.458, 0.453, 0.434, 0.997, 0.469, 0.533, 0.642, 1.113, 0.435, 8.052, 0.642, 1.113, 0.435, 7.998
 05,  19 , 0.341, 0.990, 0.484, 0.574, 0.411, 0.998, 0.453, 0.540, 0.773, 1.109, 0.574, 8.574, 0.773, 1.109, 0.574, 8.592
 06,  19 , 0.323, 0.990, 0.483, 0.500, 0.419, 1.000, 0.433, 0.645, 0.782, 1.038, 0.694, 2.657, 0.745, 1.040, 0.663, 2.109
 07,  19 , 0.334, 0.991, 0.496, 0.625, 0.418, 1.005, 0.420, 0.829, 0.819, 1.047, 0.748, 2.770, 0.762, 1.024, 0.703, 2.767
 08,  19 , 0.323, 0.991, 0.461, 0.770, 0.430, 1.006, 0.428, 0.832, 0.789, 1.044, 0.743, 2.892, 0.869, 1.040, 0.788, 2.823
 09,  19 , 0.359, 0.995, 0.522, 0.903, 0.430, 1.005, 0.483, 0.897, 0.734, 1.013, 0.785, 3.047, 0.827, 1.035, 0.773, 2.886
 10,  19 , 0.376, 0.998, 0.486, 0.851, 0.439, 1.010, 0.452, 1.078, 0.761, 1.022, 0.784, 3.309, 0.840, 1.037, 0.802, 3.132
 11,  19 , 0.364, 0.998, 0.448, 0.818, 0.448, 1.018, 0.449, 1.077, 0.799, 1.036, 0.789, 3.408, 0.858, 1.051, 0.820, 3.224
 12,  19 , 0.369, 1.001, 0.438, 1.115, 0.481, 1.018, 0.462, 1.273, 0.811, 1.045, 0.786, 3.640, 0.846, 1.045, 0.803, 3.348
 13,  19 , 0.380, 0.999, 0.434, 1.155, 0.493, 1.016, 0.473, 1.252, 0.815, 1.050, 0.786, 3.780, 0.846, 1.043, 0.803, 3.574
 14,  19 , 0.374, 1.003, 0.388, 1.122, 0.537, 1.029, 0.475, 1.466, 0.815, 1.050, 0.790, 3.940, 0.839, 1.056, 0.758, 3.829
 15,  19 , 0.363, 1.000, 0.401, 1.342, 0.563, 1.033, 0.492, 1.564, 0.806, 1.044, 0.775, 4.262, 0.872, 1.047, 0.788, 4.037
test20
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  20 , 0.551, 1.042, 0.464, 0.228, 0.574, 1.040, 0.492, 0.367, 0.698, 1.113, 0.470, 5.726, 0.698, 1.113, 0.470, 5.691
 02,  20 , 0.554, 1.023, 0.487, 0.386, 0.576, 1.020, 0.539, 0.469, 0.856, 1.108, 0.660, 5.810, 0.856, 1.108, 0.660, 5.810
 03,  20 , 0.546, 1.015, 0.493, 0.417, 0.599, 1.021, 0.549, 0.536, 0.927, 1.109, 0.749, 6.063, 0.927, 1.109, 0.749, 6.040
 04,  20 , 0.566, 1.014, 0.570, 0.643, 0.636, 1.020, 0.586, 0.635, 0.914, 1.106, 0.752, 6.445, 0.914, 1.106, 0.752, 6.405
 05,  20 , 0.560, 1.012, 0.561, 0.584, 0.672, 1.019, 0.643, 0.693, 0.911, 1.105, 0.757, 6.939, 0.911, 1.105, 0.757, 6.861
 06,  20 , 0.541, 1.009, 0.554, 0.559, 0.660, 1.022, 0.616, 0.664, 0.913, 1.055, 0.804, 2.542, 0.905, 1.060, 0.806, 2.466
 07,  20 , 0.570, 1.011, 0.549, 0.856, 0.661, 1.024, 0.619, 0.782, 0.924, 1.050, 0.795, 2.583, 0.889, 1.043, 0.814, 2.615
 08,  20 , 0.618, 1.020, 0.611, 0.902, 0.682, 1.029, 0.643, 0.703, 0.938, 1.065, 0.818, 2.698, 0.913, 1.057, 0.823, 2.611
 09,  20 , 0.611, 1.020, 0.604, 0.932, 0.676, 1.029, 0.645, 1.004, 0.943, 1.061, 0.827, 2.856, 0.914, 1.050, 0.818, 2.802
 10,  20 , 0.621, 1.025, 0.586, 1.075, 0.665, 1.028, 0.644, 1.065, 0.945, 1.057, 0.819, 2.988, 0.910, 1.048, 0.804, 3.049
 11,  20 , 0.663, 1.030, 0.607, 1.143, 0.679, 1.027, 0.602, 1.178, 0.947, 1.060, 0.831, 3.132, 0.913, 1.048, 0.815, 3.181
 12,  20 , 0.653, 1.031, 0.593, 1.067, 0.674, 1.033, 0.583, 1.233, 0.947, 1.066, 0.811, 3.349, 0.879, 1.058, 0.807, 3.465
 13,  20 , 0.653, 1.040, 0.581, 1.280, 0.654, 1.034, 0.573, 1.342, 0.949, 1.071, 0.813, 3.480, 0.898, 1.058, 0.813, 3.499
