test01
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 11,  50 , 0.748, 1.043, 0.631, 1.006, 0.845, 1.053, 0.659, 1.174, 0.944, 1.057, 0.803, 3.228, 0.937, 1.050, 0.814, 3.199
 12,  50 , 0.743, 1.040, 0.631, 1.247, 0.848, 1.055, 0.670, 0.974, 0.947, 1.059, 0.811, 3.338, 0.939, 1.041, 0.810, 3.316
 13,  50 , 0.744, 1.039, 0.631, 1.066, 0.855, 1.056, 0.678, 1.038, 0.939, 1.050, 0.789, 3.549, 0.932, 1.051, 0.801, 3.603
 14,  50 , 0.738, 1.039, 0.618, 1.239, 0.853, 1.053, 0.689, 1.465, 0.941, 1.052, 0.796, 3.792, 0.934, 1.051, 0.804, 3.742
 15,  50 , 0.775, 1.047, 0.634, 1.439, 0.844, 1.058, 0.669, 1.545, 0.943, 1.053, 0.793, 3.999, 0.935, 1.047, 0.798, 3.979
overall mean
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  all, 0.659, 1.056, 0.553, 0.296, 0.660, 1.056, 0.553, 0.312, 0.764, 1.116, 0.586, 5.506, 0.764, 1.116, 0.586, 5.505
 02,  all, 0.659, 1.045, 0.582, 0.428, 0.662, 1.046, 0.582, 0.429, 0.808, 1.117, 0.631, 5.835, 0.808, 1.117, 0.631, 5.852
 03,  all, 0.666, 1.042, 0.599, 0.503, 0.659, 1.041, 0.601, 0.483, 0.835, 1.118, 0.655, 6.398, 0.835, 1.118, 0.655, 6.306
 04,  all, 0.673, 1.041, 0.611, 0.547, 0.664, 1.039, 0.612, 0.552, 0.850, 1.118, 0.668, 6.793, 0.850, 1.118, 0.668, 6.866
 05,  all, 0.673, 1.040, 0.618, 0.618, 0.662, 1.039, 0.616, 0.595, 0.864, 1.118, 0.683, 7.546, 0.864, 1.118, 0.683, 7.545
 06,  all, 0.674, 1.041, 0.616, 0.669, 0.669, 1.040, 0.613, 0.670, 0.862, 1.057, 0.754, 2.530, 0.852, 1.056, 0.758, 2.585
 07,  all, 0.680, 1.042, 0.618, 0.752, 0.671, 1.042, 0.607, 0.747, 0.869, 1.055, 0.782, 2.700, 0.854, 1.053, 0.775, 2.712
 08,  all, 0.686, 1.043, 0.617, 0.812, 0.680, 1.043, 0.609, 0.815, 0.869, 1.053, 0.790, 2.798, 0.863, 1.052, 0.779, 2.842
 09,  all, 0.686, 1.044, 0.611, 0.882, 0.679, 1.044, 0.606, 0.878, 0.864, 1.054, 0.788, 2.952, 0.860, 1.052, 0.785, 2.942
 10,  all, 0.686, 1.045, 0.604, 0.943, 0.685, 1.045, 0.603, 0.962, 0.865, 1.053, 0.790, 3.109, 0.862, 1.052, 0.784, 3.103
 11,  all, 0.691, 1.045, 0.601, 1.013, 0.694, 1.046, 0.604, 1.055, 0.866, 1.054, 0.789, 3.275, 0.868, 1.052, 0.787, 3.274
 12,  all, 0.694, 1.046, 0.598, 1.114, 0.698, 1.047, 0.603, 1.131, 0.865, 1.056, 0.790, 3.459, 0.869, 1.052, 0.787, 3.449
 13,  all, 0.694, 1.047, 0.593, 1.203, 0.700, 1.048, 0.601, 1.203, 0.864, 1.055, 0.785, 3.654, 0.863, 1.051, 0.786, 3.648
 14,  all, 0.703, 1.049, 0.597, 1.317, 0.707, 1.049, 0.602, 1.319, 0.869, 1.055, 0.788, 3.899, 0.867, 1.053, 0.786, 3.857
 15,  all, 0.711, 1.050, 0.599, 1.430, 0.711, 1.050, 0.598, 1.422, 0.873, 1.057, 0.786, 4.099, 0.867, 1.054, 0.782, 4.091
